Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [Genome reference]
91c59cc1-2409-4a89-8be3-987619bb8422	TCGA-AG-3725-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	6055424075_R01C01_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AG-3725-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3725-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
91c59cc1-2409-4a89-8be3-987619bb8422	TCGA-AG-3725-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	6055424075_R01C01_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AG-3725-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3725-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3725-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
e3c236ab-3269-4635-969c-31469e13d737	TCGA-EI-6514-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	6055424075_R02C01_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6514-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6514-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
e3c236ab-3269-4635-969c-31469e13d737	TCGA-EI-6514-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	6055424075_R02C01_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6514-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6514-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6514-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
41e050ce-0cb4-4f63-906f-2708f68e1594	TCGA-AG-3591-01A-01D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	6055424075_R03C01_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AG-3591-01A-01D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3591-01A-01D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
41e050ce-0cb4-4f63-906f-2708f68e1594	TCGA-AG-3591-01A-01D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	6055424075_R03C01_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AG-3591-01A-01D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3591-01A-01D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3591-01A-01D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
a275b6e6-cde3-4a03-9939-9bb01a958908	TCGA-EI-6513-01A-21D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	6055424075_R05C01_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6513-01A-21D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6513-01A-21D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
a275b6e6-cde3-4a03-9939-9bb01a958908	TCGA-EI-6513-01A-21D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	6055424075_R05C01_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6513-01A-21D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6513-01A-21D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6513-01A-21D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
6b299724-42f9-4436-9d29-c5292b729731	TCGA-EI-6510-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	6055424075_R06C01_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6510-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6510-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
6b299724-42f9-4436-9d29-c5292b729731	TCGA-EI-6510-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	6055424075_R06C01_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6510-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6510-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6510-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
c274160f-bc90-4334-9e88-9347a3f3446b	TCGA-BM-6198-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	6055424075_R01C02_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-BM-6198-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-BM-6198-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
c274160f-bc90-4334-9e88-9347a3f3446b	TCGA-BM-6198-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	6055424075_R01C02_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-BM-6198-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BM-6198-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-BM-6198-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
b2bb2a7d-6ffe-4ef5-b7f3-2e3b492c479a	TCGA-EI-6511-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	6055424075_R02C02_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6511-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6511-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
b2bb2a7d-6ffe-4ef5-b7f3-2e3b492c479a	TCGA-EI-6511-01A-11D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	6055424075_R02C02_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-EI-6511-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EI-6511-01A-11D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6511-01A-11D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
10fd3388-de3e-4556-9a74-6baf6a43c0c1	TCGA-AG-3592-01A-02D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	6055424075_R03C02_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AG-3592-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3592-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
10fd3388-de3e-4556-9a74-6baf6a43c0c1	TCGA-AG-3592-01A-02D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	6055424075_R03C02_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AG-3592-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AG-3592-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3592-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
119b3099-6d3f-4bb2-9f68-0a60846fc393	TCGA-AF-2693-01A-02D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	6055424075_R04C02_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AF-2693-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AF-2693-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
119b3099-6d3f-4bb2-9f68-0a60846fc393	TCGA-AF-2693-01A-02D-1734-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	6055424075_R04C02_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.3.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-2.TCGA-AF-2693-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.3.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AF-2693-01A-02D-1734-05	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AF-2693-01A-02D-1734-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.3.3.0	DNA Methylation	Level 3	yes	HG19
565a1389-2c93-43f4-b6c2-39f6a1e8dedd	TCGA-DY-A0XA-01A-11D-A153-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	6264509055_R02C01_Grn.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.4.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	jhu-usc.edu_READ.HumanMethylation450.4.lvl-2.TCGA-DY-A0XA-01A-11D-A153-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.4.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	jhu-usc.edu_READ.HumanMethylation450.4.lvl-3.TCGA-DY-A0XA-01A-11D-A153-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.4.3.0	DNA Methylation	Level 3	yes	HG19
565a1389-2c93-43f4-b6c2-39f6a1e8dedd	TCGA-DY-A0XA-01A-11D-A153-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	6264509055_R02C01_Red.idat	jhu-usc.edu_READ.HumanMethylation450.Level_1.4.3.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	jhu-usc.edu_READ.HumanMethylation450.4.lvl-2.TCGA-DY-A0XA-01A-11D-A153-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_2.4.3.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-DY-A0XA-01A-11D-A153-05	jhu-usc.edu_READ.HumanMethylation450.4.lvl-3.TCGA-DY-A0XA-01A-11D-A153-05.txt	jhu-usc.edu_READ.HumanMethylation450.Level_3.4.3.0	DNA Methylation	Level 3	yes	HG19
