Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [Genome reference]
9123b699-643f-47f4-b094-d693e1668b9a	TCGA-AA-3492-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	5775041065_R06C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-AA-3492-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3492-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
9123b699-643f-47f4-b094-d693e1668b9a	TCGA-AA-3492-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	5775041065_R06C01_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-AA-3492-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3492-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3492-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
83039735-7b7b-41f4-ae50-ac16dc5188c9	TCGA-A6-2671-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	5775041065_R01C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-A6-2671-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-2671-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
83039735-7b7b-41f4-ae50-ac16dc5188c9	TCGA-A6-2671-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	5775041065_R01C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-A6-2671-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2671-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-2671-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
71d7d0d4-8159-4ed5-96f3-8962771cb9fa	TCGA-AA-3506-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	5775041065_R03C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-AA-3506-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3506-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
71d7d0d4-8159-4ed5-96f3-8962771cb9fa	TCGA-AA-3506-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	5775041065_R03C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-AA-3506-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3506-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3506-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
4e8402e6-6370-42d5-a01f-1dc35bddfb9b	TCGA-AZ-4313-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	5775041065_R05C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-AZ-4313-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4313-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
4e8402e6-6370-42d5-a01f-1dc35bddfb9b	TCGA-AZ-4313-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	5775041065_R05C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-AZ-4313-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AZ-4313-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4313-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
433750af-1ce8-4e63-85eb-23590343215e	TCGA-CM-4744-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	5775041065_R06C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-CM-4744-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-CM-4744-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
433750af-1ce8-4e63-85eb-23590343215e	TCGA-CM-4744-01A-01D-1407-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	5775041065_R06C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.1.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-2.TCGA-CM-4744-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.1.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-4744-01A-01D-1407-05	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-CM-4744-01A-01D-1407-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.1.9.0	DNA Methylation	Level 3	yes	HG19
